3361051,KIMIA,336
3361066,TEKNIK INFORMATIKA,336
3361074,TEKNIK ELEKTRO,336
3361082,AGROTEKNOLOGI,336
3411017,AGRIBISNIS,341
3411025,AGRONOMI DAN HORTIKULTURA,341
3411033,ARSITEKTUR LANSEKAP,341
3411041,BIOKIMIA,341
3411056,BIOLOGI,341
3411064,EKONOMI SUMBERDAYA DAN LINGKUNGAN,341
3411087,ILMU DAN TEKNOLOGI KELAUTAN,341
3411106,ILMU KOMPUTER,341
3411114,KEDOKTERAN HEWAN,341
3411122,KIMIA,341
3411137,KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT,341
3411145,KONSERVASI SUMBERDAYAHUTAN& EKOWISATA,341
3411153,MANAJEMEN HUTAN,341
3411226,STATISTIKA DAN SAINS DATA,341
3411234,TEKNIK PERTANIAN DAN BIOSISTEM,341
3411242,TEKNOLOGI HASIL HUTAN,341
3411265,TEKNOLOGI INDUSTRI PERTANIAN,341
3411273,TEKNOLOGI PANGAN,341
3411281,NUTRISI DAN TEKNOLOGI PAKAN,341
3411296,TEKNOLOGI PRODUKSI TERNAK,341
3411315,TEKNIK SIPIL DAN LINGKUNGAN,341
3411323,TEKNOLOGI & MANAJEMEN PERIKANAN BUDIDAYA,341
3411331,EKONOMI PEMBANGUNAN,341
3411346,MANAJEMEN,341
3411354,ILMU GIZI,341
3411362,EKONOMI SYARIAH,341
3411377,MANAJEMEN SUMBERDAYA LAHAN,341
3411385,PROTEKSI TANAMAN,341
3411393,MANAJEMEN SUMBERDAYA PERAIRAN,341
3411404,TEKNOLOGI HASIL PERAIRAN,341
3411412,TEKNOLOGI & MANAJEMEN PERIKANAN TANGKAP,341
3411427,SILVIKULTUR,341
3411435,METEOROLOGI TERAPAN,341
3411443,MATEMATIKA,341
3411451,FISIKA,341
3411466,ILMU KELUARGA DAN KONSUMEN,341
3411474,BISNIS,341
3411482,TEKNOLOGI HASIL TERNAK,341
3411497,AKTUARIA,341
3421012,PENDIDIKAN MATEMATIKA,342
3421027,PENDIDIKAN BIOLOGI,342
3421035,AGROTEKNOLOGI ,342
3421043,AGRIBISNIS ,342
3421051,TEKNIK SIPIL ,342
